signal_date,session,symbol_code,alert_id,source_sheet
2026-03-05,9,2337,SS_20260305_130000_BOTTOM_2337,signals_archive
2026-03-05,9,9363,SS_20260305_130000_BOTTOM_9363,signals_archive
2026-03-05,13,2139,SS_20260305_153200_BOTTOM_2139,signals_archive
2026-03-05,13,4881,SS_20260305_153200_BOTTOM_4881,signals_archive
